date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:18:15	79441/79441	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202016%2012:04:47%20GMT	http://premiumlayers.net/demo/html/vcard/vcard/images/blog/1.jpg	D:/Extra/New%20folder/cv/premiumlayers.net/demo/html/vcard/vcard/images/blog/1.jpg	(from http://premiumlayers.net/demo/html/vcard/vcard/)
01:18:22	79654/79654	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202016%2012:04:52%20GMT	http://premiumlayers.net/demo/html/vcard/vcard/images/blog/2.jpg	D:/Extra/New%20folder/cv/premiumlayers.net/demo/html/vcard/vcard/images/blog/2.jpg	(from http://premiumlayers.net/demo/html/vcard/vcard/)
01:18:23	81817/81817	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202016%2012:04:52%20GMT	http://premiumlayers.net/demo/html/vcard/vcard/images/blog/3.jpg	D:/Extra/New%20folder/cv/premiumlayers.net/demo/html/vcard/vcard/images/blog/3.jpg	(from http://premiumlayers.net/demo/html/vcard/vcard/)
01:18:25	58327/58327	---M--	200	added ('OK')	application/javascript	date:Wed,%2009%20Nov%202016%2012:04:11%20GMT	http://premiumlayers.net/demo/html/vcard/vcard/js/bootstrap.js	D:/Extra/New%20folder/cv/premiumlayers.net/demo/html/vcard/vcard/js/bootstrap.js	(from http://premiumlayers.net/demo/html/vcard/vcard/)
01:18:25	8101/8101	---M--	200	added ('OK')	application/javascript	date:Wed,%2009%20Nov%202016%2012:04:14%20GMT	http://premiumlayers.net/demo/html/vcard/vcard/js/jquery.easing.js	D:/Extra/New%20folder/cv/premiumlayers.net/demo/html/vcard/vcard/js/jquery.easing.js	(from http://premiumlayers.net/demo/html/vcard/vcard/)
01:18:25	92629/92629	---MC-	200	added ('OK')	text/javascript	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	http://ajax.googleapis.com/ajax/libs/jquery/1.9.1/jquery.min.js	D:/Extra/New%20folder/cv/ajax.googleapis.com/ajax/libs/jquery/1.9.1/jquery.min.js	(from http://premiumlayers.net/demo/html/vcard/vcard/)
01:18:27	7621/7621	---M--	200	added ('OK')	application/javascript	date:Wed,%2009%20Nov%202016%2012:04:16%20GMT	http://premiumlayers.net/demo/html/vcard/vcard/js/nivo-lightbox.min.js	D:/Extra/New%20folder/cv/premiumlayers.net/demo/html/vcard/vcard/js/nivo-lightbox.min.js	(from http://premiumlayers.net/demo/html/vcard/vcard/)
01:18:27	4202/4202	---M--	200	added ('OK')	application/javascript	date:Wed,%2009%20Nov%202016%2012:04:14%20GMT	http://premiumlayers.net/demo/html/vcard/vcard/js/jquery.appear.js	D:/Extra/New%20folder/cv/premiumlayers.net/demo/html/vcard/vcard/js/jquery.appear.js	(from http://premiumlayers.net/demo/html/vcard/vcard/)
01:18:27	16321/16321	---M--	200	added ('OK')	application/javascript	date:Wed,%2009%20Nov%202016%2012:04:15%20GMT	http://premiumlayers.net/demo/html/vcard/vcard/js/jquery.mixitup.min.js	D:/Extra/New%20folder/cv/premiumlayers.net/demo/html/vcard/vcard/js/jquery.mixitup.min.js	(from http://premiumlayers.net/demo/html/vcard/vcard/)
01:18:28	2036/2036	---M--	200	added ('OK')	application/javascript	date:Wed,%2009%20Nov%202016%2012:04:14%20GMT	http://premiumlayers.net/demo/html/vcard/vcard/js/jquery.inview.js	D:/Extra/New%20folder/cv/premiumlayers.net/demo/html/vcard/vcard/js/jquery.inview.js	(from http://premiumlayers.net/demo/html/vcard/vcard/)
01:18:28	51934/51934	---M--	200	added ('OK')	application/javascript	date:Wed,%2009%20Nov%202016%2012:04:15%20GMT	http://premiumlayers.net/demo/html/vcard/vcard/js/jquery.flexslider.js	D:/Extra/New%20folder/cv/premiumlayers.net/demo/html/vcard/vcard/js/jquery.flexslider.js	(from http://premiumlayers.net/demo/html/vcard/vcard/)
01:18:28	2109/2109	---M--	200	added ('OK')	application/javascript	date:Wed,%2009%20Nov%202016%2012:04:16%20GMT	http://premiumlayers.net/demo/html/vcard/vcard/js/main.js	D:/Extra/New%20folder/cv/premiumlayers.net/demo/html/vcard/vcard/js/main.js	(from http://premiumlayers.net/demo/html/vcard/vcard/)
01:18:28	2355/2355	---M--	200	added ('OK')	application/javascript	date:Wed,%2009%20Nov%202016%2012:04:11%20GMT	http://premiumlayers.net/demo/html/vcard/vcard/js/contact.js	D:/Extra/New%20folder/cv/premiumlayers.net/demo/html/vcard/vcard/js/contact.js	(from http://premiumlayers.net/demo/html/vcard/vcard/)
01:18:29	2155/2155	---M--	200	added ('OK')	application/javascript	date:Wed,%2009%20Nov%202016%2012:04:10%20GMT	http://premiumlayers.net/demo/html/vcard/vcard/js/animations.js	D:/Extra/New%20folder/cv/premiumlayers.net/demo/html/vcard/vcard/js/animations.js	(from http://premiumlayers.net/demo/html/vcard/vcard/)
01:18:30	1051/1051	---M--	200	added ('OK')	application/javascript	date:Wed,%2009%20Nov%202016%2012:04:16%20GMT	http://premiumlayers.net/demo/html/vcard/vcard/js/styleswitch.js	D:/Extra/New%20folder/cv/premiumlayers.net/demo/html/vcard/vcard/js/styleswitch.js	(from http://premiumlayers.net/demo/html/vcard/vcard/)
01:18:30	226/226	---M--	200	added ('OK')	application/javascript	date:Wed,%2009%20Nov%202016%2012:04:17%20GMT	http://premiumlayers.net/demo/html/vcard/vcard/js/style_switch_custom.js	D:/Extra/New%20folder/cv/premiumlayers.net/demo/html/vcard/vcard/js/style_switch_custom.js	(from http://premiumlayers.net/demo/html/vcard/vcard/)
01:18:31	55689/55689	---M--	200	added ('OK')	application/javascript	date:Wed,%2009%20Nov%202016%2012:04:12%20GMT	http://premiumlayers.net/demo/html/vcard/vcard/js/gmaps.js	D:/Extra/New%20folder/cv/premiumlayers.net/demo/html/vcard/vcard/js/gmaps.js	(from http://premiumlayers.net/demo/html/vcard/vcard/)
01:18:31	377/377	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Oct%202017%2019:48:31%20GMT	http://premiumlayers.net/demo/html/vcard/vcard/fonts/glyphicons-halflings-regular.eot	D:/Extra/New%20folder/cv/premiumlayers.net/demo/html/vcard/vcard/fonts/glyphicons-halflings-regular.eot	(from http://premiumlayers.net/demo/html/vcard/vcard/css/bootstrap.css)
01:18:31	377/377	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Oct%202017%2019:48:32%20GMT	http://premiumlayers.net/demo/html/vcard/vcard/fonts/glyphicons-halflings-regular.eot?	D:/Extra/New%20folder/cv/premiumlayers.net/demo/html/vcard/vcard/fonts/glyphicons-halflings-regulard41d.eot	(from http://premiumlayers.net/demo/html/vcard/vcard/css/bootstrap.css)
01:18:32	378/378	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Oct%202017%2019:48:32%20GMT	http://premiumlayers.net/demo/html/vcard/vcard/fonts/glyphicons-halflings-regular.woff	D:/Extra/New%20folder/cv/premiumlayers.net/demo/html/vcard/vcard/fonts/glyphicons-halflings-regular.woff	(from http://premiumlayers.net/demo/html/vcard/vcard/css/bootstrap.css)
01:18:32	377/377	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Oct%202017%2019:48:32%20GMT	http://premiumlayers.net/demo/html/vcard/vcard/fonts/glyphicons-halflings-regular.ttf	D:/Extra/New%20folder/cv/premiumlayers.net/demo/html/vcard/vcard/fonts/glyphicons-halflings-regular.ttf	(from http://premiumlayers.net/demo/html/vcard/vcard/css/bootstrap.css)
01:18:33	377/377	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Oct%202017%2019:48:33%20GMT	http://premiumlayers.net/demo/html/vcard/vcard/fonts/glyphicons-halflings-regular.svg	D:/Extra/New%20folder/cv/premiumlayers.net/demo/html/vcard/vcard/fonts/glyphicons-halflings-regular.svg	(from http://premiumlayers.net/demo/html/vcard/vcard/css/bootstrap.css)
01:18:33	38205/38205	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2009%20Nov%202016%2012:04:28%20GMT	http://premiumlayers.net/demo/html/vcard/vcard/font-awesome/fonts/fontawesome-webfont.eot?v=4.0.3	D:/Extra/New%20folder/cv/premiumlayers.net/demo/html/vcard/vcard/font-awesome/fonts/fontawesome-webfontba72.eot	(from http://premiumlayers.net/demo/html/vcard/vcard/font-awesome/css/font-awesome.min.css)
01:18:38	202148/202148	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2009%20Nov%202016%2012:04:30%20GMT	http://premiumlayers.net/demo/html/vcard/vcard/font-awesome/fonts/fontawesome-webfont.svg?v=4.0.3	D:/Extra/New%20folder/cv/premiumlayers.net/demo/html/vcard/vcard/font-awesome/fonts/fontawesome-webfontba72.svg	(from http://premiumlayers.net/demo/html/vcard/vcard/font-awesome/css/font-awesome.min.css)
01:18:40	38205/38205	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2009%20Nov%202016%2012:04:28%20GMT	http://premiumlayers.net/demo/html/vcard/vcard/font-awesome/fonts/fontawesome-webfont.eot?	D:/Extra/New%20folder/cv/premiumlayers.net/demo/html/vcard/vcard/font-awesome/fonts/fontawesome-webfontd41d.eot	(from http://premiumlayers.net/demo/html/vcard/vcard/font-awesome/css/font-awesome.min.css)
01:18:42	3818/3818	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Nov%202016%2012:04:07%20GMT	http://premiumlayers.net/demo/html/vcard/vcard/images/pic-bg.png	D:/Extra/New%20folder/cv/premiumlayers.net/demo/html/vcard/vcard/images/pic-bg.png	(from http://premiumlayers.net/demo/html/vcard/vcard/css/style.css)
